name,count
love,795
all,853
know,330
family,327
thank,270
sorry,251
want,238
like,217
god,193
say,225
just,162
hope,149
forgive,144
life,140
lord,139
people,125
take,142
tell,119
see,119
peace,115
here,110
jesus,97
pain,96
death,92
ask,91
give,91
keep,89
strong,85
out,82
go,230
heart,80
father,79
years,78
find,76
friends,75
man,74
when,72
right,67
being,66
come,105
please,66
ready,64
let,63
stay,63
now,63
care,63
pray,61
forgiveness,59
always,59
caused,59
time,58
back,57
never,54
ill,54
way,53
christ,52
mom,52
warden,51
too,50
innocent,49
only,48
good,48
home,48
allah,46
sir,46
apologize,45
heaven,45
today,44
very,43
lot,43
make,43
ive,42
may,42
row,41
day,41
much,40
sister,40
world,40
hate,39
support,39
kill,82
bless,38
really,37
wish,36
victims,36
things,36
continue,36
still,35
how,35
appreciate,34
thing,34
truly,34
brother,33
mr,33
must,32
ok,32
son,31
feel,31
brothers,31
think,31
tonight,30
mother,30
look,44
more,29
help,40
understand,29
thanks,29
again,29
first,29
hurt,29
thy,29
truth,28
name,28
put,27
last,27
wrong,27
better,26
part,26
ever,26
mean,25
made,25
told,25
closure,25
happy,25
wanted,25
soul,25
holy,25
remember,24
kids,24
guys,24
texas,24
move,24
live,24
statement,24
place,24
even,23
words,23
best,23
talk,23
spirit,23
mercy,22
lets,22
long,22
state,22
person,22
heads,21
die,21
daughter,21
hearts,21
alright,21
hold,21
wife,21
need,21
bring,20
baby,20
real,20
ah,20
well,20
sins,19
ms,19
believe,19
irene,19
strength,19
stop,19
john,19
change,19
great,19
leave,19
praise,18
little,18
evil,18
gonna,18
beautiful,18
crime,18
else,18
end,18
goodbye,18
bad,17
shall,17
though,17
side,17
letter,17
then,17
same,17
brought,16
justice,16
fight,16
head,16
jack,16
free,16
also,16
house,16
forever,15
okay,15
earth,15
faith,15
thought,15
power,15
system,15
dad,15
momma,15
forward,15
trial,15
children,15
sure,15
together,15
friend,15
fear,14
mama,14
given,14
should,14
gave,14
forgiven,14
court,14
knows,14
black,14
america,13
left,13
hear,13
prison,13
days,13
wardenyes,13
penalty,13
learn,13
away,13
families,13
someday,13
work,13
bye,13
ago,12
brings,12
commit,12
mad,12
mistake,12
lives,12
comfort,12
cause,12
supporting,12
cry,12
rest,12
happen,76
deserve,12
shown,12
reason,12
child,11
true,11
glad,11
face,11
called,11
lie,11
thou,11
point,11
chaplain,11
kingdom,11
loss,11
almighty,11
eyes,11
parents,11
accept,11
forget,11
guilty,11
witness,11
meant,11
show,11
lost,11
hard,10
worry,10
art,10
send,10
sisters,10
stand,27
call,10
lynching,10
respect,10
guess,10
lawyers,10
later,10
giving,10
address,10
own,10
return,10
taken,10
miss,10
walk,10
struggle,10
human,10
ahead,9
mrs,9
bear,9
grace,9
glory,9
youve,9
asked,9
showed,9
big,9
case,9
fine,9
body,9
three,9
mistakes,9
whole,9
sorrow,9
wardeni,9
supported,9
donna,9
wonderful,9
angry,9
none,9
prayer,9
amen,9
died,9
watch,9
extend,9
hands,9
able,9
having,9
knew,9
gods,9
blessing,9
precious,8
country,8
police,8
times,8
evidence,8
situation,8
honor,8
chance,8
kind,8
carry,8
proud,8
hell,8
soon,8
attorney,8
touch,8
use,8
next,8
attorneys,8
process,8
members,8
heavenly,8
injustice,8
moment,8
hatred,8
daddy,8
anger,8
youi,8
execution,8
promise,8
allowed,8
watching,8
changed,8
grief,8
dying,8
committed,8
law,8
full,7
woman,7
used,7
lead,7
wrote,7
dead,7
savior,7
actions,7
deliver,7
apology,7
society,7
freedom,7
paid,7
hurting,7
bobby,7
ways,7
stuff,7
known,7
dear,7
matter,7
nieces,7
realize,7
friendship,7
press,7
enough,7
save,7
trying,7
king,7
set,7
marching,7
daily,7
regret,7
experience,7
makes,7
opportunity,7
surely,7
allow,7
already,7
praying,7
found,7
probably,7
oh,7
responsibility,7
merciful,7
judge,7
express,7
bitterness,7
fighting,7
sake,7
needs,7
tried,7
most,6
future,6
gain,6
follow,6
men,6
dearly,6
unintelligible,6
raised,6
salvation,6
joe,6
boswell,6
lay,6
american,6
prove,6
blessings,6
needed,6
fixing,6
remorse,6
sayi,6
officer,6
executed,6
price,6
innocence,6
gives,6
heard,6
reach,6
husband,6
gun,6
mexico,6
bury,6
polunsky,6
means,6
sleep,6
supposed,6
bread,6
witnesses,6
journey,6
girl,6
blessed,6
responsible,6
forgotten,6
trouble,6
west,6
speak,6
putting,6
night,6
lived,6
hand,6
present,6
belong,6
michael,6
names,6
media,6
smile,6
record,6
temptation,6
testimony,6
happiness,6
rock,6
knowledge,5
crying,5
guilt,5
blood,5
dna,5
confess,5
especially,5
pay,5
supporters,5
monster,5
grave,5
start,5
folks,5
asking,5
saved,5
wait,25
community,5
living,5
sad,5
presence,5
church,5
prophet,5
hallowed,5
blame,5
accident,5
type,5
aunt,5
cases,5
showing,5
convicted,5
talked,5
write,5
once,5
involved,5
victory,5
